 480 0.000025010  0.000000  1.700000   1I  1
  32  64  96 128 160 192 224 256 288
 0.2499999936845D-04 0.4239350285485D+07
 0.4999999873689D-04 0.2119348198596D+07
 0.7499999810534D-04 0.1412680772826D+07
 0.9999999747379D-04 0.1059451468005D+07
 0.1249999968422D-03 0.8474663102307D+06
 0.1499999962107D-03 0.7061340039156D+06
 0.1749999955791D-03 0.6051807743581D+06
 0.1999999949476D-03 0.5294655002424D+06
 0.2249999943160D-03 0.4705757295784D+06
 0.2499999936845D-03 0.4234638316042D+06
 0.2749999930529D-03 0.3849176659440D+06
 0.2999999924214D-03 0.3527958044934D+06
 0.3249999917898D-03 0.3256157193541D+06
 0.3499999911583D-03 0.3023184615190D+06
 0.3749999905267D-03 0.2821274679484D+06
 0.3999999898952D-03 0.2644603161179D+06
 0.4249999892636D-03 0.2488716238493D+06
 0.4499999886320D-03 0.2350149826150D+06
 0.4749999880005D-03 0.2226169118672D+06
 0.4999999873689D-03 0.2114586270601D+06
 0.5249999867374D-03 0.2013630167788D+06
 0.5499999861058D-03 0.1921851716648D+06
 0.5749999854743D-03 0.1838053838781D+06
 0.5999999848427D-03 0.1761238968772D+06
 0.6249999842112D-03 0.1690569150728D+06
 0.6499999835796D-03 0.1625335345339D+06
 0.6749999829481D-03 0.1564933555449D+06
 0.6999999823165D-03 0.1508846068840D+06
 0.7249999816850D-03 0.1456626582011D+06
 0.7499999810534D-03 0.1407888298244D+06
 0.7749999804219D-03 0.1362294329883D+06
 0.7999999797903D-03 0.1319549900082D+06
 0.8499999785272D-03 0.1241603946329D+06
 0.8999999772641D-03 0.1172318380159D+06
 0.9499999760010D-03 0.1110325786928D+06
 0.9999999747379D-03 0.1054532233878D+06
 0.1049999973475D-02 0.1004052155071D+06
 0.1099999972212D-02 0.9581609963195D+05
 0.1149999970949D-02 0.9162602119823D+05
 0.1199999969685D-02 0.8778510134801D+05
 0.1249999968422D-02 0.8425144178844D+05
 0.1299999967159D-02 0.8098959011492D+05
 0.1349999965896D-02 0.7796934605271D+05
 0.1399999964633D-02 0.7516482362958D+05
 0.1449999963370D-02 0.7255370736394D+05
 0.1499999962107D-02 0.7011665712076D+05
 0.1549999960844D-02 0.6783682824853D+05
 0.1599999959581D-02 0.6569948166088D+05
 0.1649999958317D-02 0.6369166481243D+05
 0.1699999957054D-02 0.6180194897311D+05
 0.1749999955791D-02 0.6002021154096D+05
 0.1799999954528D-02 0.5833745463672D+05
 0.1849999953265D-02 0.5674565311485D+05
 0.1899999952002D-02 0.5523762657339D+05
 0.1949999950739D-02 0.5380693105429D+05
 0.1999999949476D-02 0.5244776698913D+05
 0.2049999948213D-02 0.5115490061199D+05
 0.2099999946950D-02 0.4992359656445D+05
 0.2149999945686D-02 0.4874956004758D+05
 0.2199999944423D-02 0.4762888667032D+05
 0.2249999943160D-02 0.4655801909717D+05
 0.2299999941897D-02 0.4553370927399D+05
 0.2349999940634D-02 0.4455298561283D+05
 0.2399999939371D-02 0.4361312418071D+05
 0.2499999936845D-02 0.4184618164453D+05
 0.2599999934318D-02 0.4021515488081D+05
 0.2699999931792D-02 0.3870494317476D+05
 0.2799999929266D-02 0.3730260309750D+05
 0.2899999926740D-02 0.3599697646018D+05
 0.2999999924214D-02 0.3477839277596D+05
 0.3099999921687D-02 0.3363842933236D+05
 0.3199999919161D-02 0.3256971622732D+05
 0.3299999916635D-02 0.3156577685345D+05
 0.3399999914109D-02 0.3062089653215D+05
 0.3499999911583D-02 0.2973001366783D+05
 0.3599999909056D-02 0.2888862904308D+05
 0.3699999906530D-02 0.2809272982291D+05
 0.3799999904004D-02 0.2733872555854D+05
 0.3899999901478D-02 0.2662339403674D+05
 0.3999999898952D-02 0.2594383525191D+05
 0.4099999896425D-02 0.2529743211408D+05
 0.4199999893899D-02 0.2468181672388D+05
 0.4299999891373D-02 0.2409484145819D+05
 0.4399999888847D-02 0.2353455396995D+05
 0.4499999886320D-02 0.2299917542118D+05
 0.4599999883794D-02 0.2248708161829D+05
 0.4699999881268D-02 0.2199678652764D+05
 0.4799999878742D-02 0.2152692808709D+05
 0.4899999876216D-02 0.2107625536755D+05
 0.4999999873689D-02 0.2064361735793D+05
 0.5099999871163D-02 0.2022795351292D+05
 0.5199999868637D-02 0.1982828482908D+05
 0.5299999866111D-02 0.1944370598534D+05
 0.5399999863585D-02 0.1907337897949D+05
 0.5499999861058D-02 0.1871652663095D+05
 0.5599999858532D-02 0.1837242716764D+05
 0.5799999853480D-02 0.1771984930715D+05
 0.5999999848427D-02 0.1711080924024D+05
 0.6199999843375D-02 0.1654109475148D+05
 0.6399999838322D-02 0.1600702007933D+05
 0.6599999833270D-02 0.1550534615323D+05
 0.6799999828218D-02 0.1503321490657D+05
 0.6999999823165D-02 0.1458809485066D+05
 0.7199999818113D-02 0.1416773571973D+05
 0.7399999813060D-02 0.1377013047081D+05
 0.7599999808008D-02 0.1339348328360D+05
 0.7799999802955D-02 0.1303618248333D+05
 0.7999999797903D-02 0.1269677752486D+05
 0.8199999792851D-02 0.1237395934470D+05
 0.8399999787798D-02 0.1206654351797D+05
 0.8599999782746D-02 0.1177345570348D+05
 0.8799999777693D-02 0.1149371930739D+05
 0.8999999772641D-02 0.1122644447558D+05
 0.9199999767588D-02 0.1097081870711D+05
 0.9399999762536D-02 0.1072609856672D+05
 0.9599999757484D-02 0.1049160264287D+05
 0.9799999752431D-02 0.1026670510262D+05
 0.9999999747379D-02 0.1005083012374D+05
 0.1019999974233D-01 0.9843447058113D+04
 0.1039999973727D-01 0.9644066076665D+04
 0.1059999973222D-01 0.9452234264037D+04
 0.1079999972717D-01 0.9267532271962D+04
 0.1099999972212D-01 0.9089571226230D+04
 0.1119999971706D-01 0.8917990016702D+04
 0.1139999971201D-01 0.8752452865887D+04
 0.1159999970696D-01 0.8592647138805D+04
 0.1179999970191D-01 0.8438281401135D+04
 0.1199999969685D-01 0.8289083603335D+04
 0.1239999968675D-01 0.8005191504812D+04
 0.1279999967664D-01 0.7739126318917D+04
 0.1319999966654D-01 0.7489266986332D+04
 0.1359999965644D-01 0.7254183076152D+04
 0.1399999964633D-01 0.7032607566881D+04
