 0.1039976939547D+03 0.1039976227175D+03 0.1039975492815D+03 0.1039974735791D+03
 0.1039973955401D+03 0.1039973150926D+03 0.1039972321622D+03 0.1039971466726D+03
 0.1039970585446D+03 0.1039969676970D+03 0.1039968740459D+03 0.1039967775048D+03
 0.1039966779847D+03 0.1039965753936D+03 0.1039964696368D+03 0.1039963606168D+03
 0.1039962482329D+03 0.1039961323815D+03 0.1039960129555D+03 0.1039958898447D+03
 0.1039957629357D+03 0.1039956321111D+03 0.1039954972504D+03 0.1039953582291D+03
 0.1039952149189D+03 0.1039950671876D+03 0.1039949148988D+03 0.1039947579121D+03
 0.1039945960826D+03 0.1039944292611D+03 0.1039942572936D+03 0.1039940800214D+03
 0.1039938972812D+03 0.1039937089042D+03 0.1039935147168D+03 0.1039933145398D+03
 0.1039931081885D+03 0.1039928954727D+03 0.1039926761961D+03 0.1039924501566D+03
 0.1039922171456D+03 0.1039919769482D+03 0.1039917293429D+03 0.1039914741014D+03
 0.1039912109883D+03 0.1039909397609D+03 0.1039906601692D+03 0.1039903719553D+03
 0.1039900748534D+03 0.1039897685896D+03 0.1039894528815D+03 0.1039891274379D+03
 0.1039887919589D+03 0.1039884461350D+03 0.1039880896475D+03 0.1039877221676D+03
 0.1039873433564D+03 0.1039869528649D+03 0.1039865503328D+03 0.1039861353892D+03
 0.1039857076513D+03 0.1039852667250D+03 0.1039848122036D+03 0.1039843436681D+03
 0.1039838606866D+03 0.1039833628138D+03 0.1039828495907D+03 0.1039823205441D+03
 0.1039817751863D+03 0.1039812130144D+03 0.1039806335104D+03 0.1039800361397D+03
 0.1039794203518D+03 0.1039787855789D+03 0.1039781312358D+03 0.1039774567192D+03
 0.1039767614072D+03 0.1039760446588D+03 0.1039753058132D+03 0.1039745441891D+03
 0.1039737590843D+03 0.1039729497750D+03 0.1039721155150D+03 0.1039712555350D+03
 0.1039703690420D+03 0.1039694552186D+03 0.1039685132223D+03 0.1039675421843D+03
